query_frame_count,time_s,decision,seconds_since_previous_fix,position_error_m,is_good_fix,motion_viterbi_rank,motion_viterbi_dino_similarity,lg_inlier_count,lg_inlier_ratio,motion_viterbi_reference_dataset,motion_viterbi_reference_frame_count
3927,130.984,FIX,0.9680000000000177,16.4668997674931,True,4,0.9927687644958496,693,0.9545454545454546,v13,19394
3957,131.985,FIX,1.0010000000000048,10.864467689703766,True,1,0.9941697120666504,699,0.9395161290322581,v13,19424
3987,132.986,FIX,1.0009999999999764,11.338150663128244,True,3,0.9917911291122437,667,0.9501424501424501,v13,19454
4017,133.986,FIX,1.0,15.057843288325323,True,3,0.9895107746124268,653,0.9450072358900145,v13,19484
4047,134.987,FIX,1.0010000000000048,16.556343290755475,True,2,0.9900833368301392,633,0.9336283185840708,v13,19513
4077,135.988,FIX,1.0010000000000048,21.355552549258245,False,4,0.9878841638565063,538,0.8834154351395731,v13,19513
4107,136.989,FIX,1.0010000000000048,19.399318180428697,True,3,0.9867806434631348,601,0.8659942363112392,v13,19573
4137,137.99,FIX,1.0010000000000048,20.83499632131407,False,3,0.988824188709259,558,0.8365817091454273,v13,19603
4167,138.991,FIX,1.0010000000000048,10.118790211816552,True,1,0.9906755685806274,491,0.7105643994211288,v14,1590
4197,139.992,FIX,1.0009999999999764,8.276413312172837,True,1,0.9890885353088379,524,0.7797619047619048,v14,1620
4227,140.993,FIX,1.0010000000000048,9.760611217177441,True,2,0.9902451038360596,473,0.734472049689441,v14,1680
4257,141.994,FIX,1.0010000000000048,8.64850361713179,True,3,0.9887592792510986,535,0.8033033033033034,v14,1739
4287,142.995,FIX,1.0010000000000048,4.764013326333927,True,5,0.988793671131134,557,0.809593023255814,v14,1829
4317,143.995,FIX,1.0,9.48749672862887,True,1,0.9871916770935059,506,0.7869362363919129,v14,1859
4347,144.996,FIX,1.0010000000000048,28.56665976788147,False,2,0.9842805862426758,447,0.7425249169435216,v13,19783
4377,145.997,FIX,1.0010000000000048,29.55701988904127,False,2,0.9881042838096619,466,0.762684124386252,v13,19813
4407,146.998,FIX,1.0009999999999764,33.39416601699186,False,2,0.985177755355835,439,0.7390572390572391,v13,19813
4437,147.999,FIX,1.0010000000000048,46.480260205935366,False,5,0.978168249130249,349,0.6883629191321499,v13,19753
4467,149.0,NO_FIX,,77.84045820081109,False,2,0.9698697924613953,193,0.4519906323185012,v13,15018
4497,150.001,FIX,2.0020000000000095,118.96533830046232,False,5,0.9890823364257812,544,0.7953216374269005,v11,1739
4527,151.002,NO_FIX,,131.3820283602293,False,2,0.9899572730064392,382,0.5805471124620061,v13,20952
4557,152.003,FIX,2.001999999999981,126.98080416346562,False,6,0.9823174476623535,556,0.9703315881326352,v13,2549
4587,153.003,FIX,1.0,9.629645697963738,True,2,0.9837060570716858,308,0.6324435318275154,v13,11001
4617,154.004,FIX,1.0010000000000048,36.16100933891656,False,2,0.9869766235351562,479,0.7579113924050633,v13,19813
4647,155.005,FIX,1.0010000000000048,36.19022548190252,False,2,0.9860443472862244,466,0.7491961414790996,v13,19813
4677,156.006,FIX,1.0010000000000048,34.197385592396195,False,1,0.9909986257553101,491,0.7553846153846154,v13,19843
4707,157.007,FIX,1.0010000000000048,34.197385592396195,False,1,0.9912630915641785,500,0.7739938080495357,v13,19843
4737,158.008,FIX,1.0010000000000048,34.087324656970026,False,1,0.9908360838890076,493,0.7631578947368421,v13,19843
4767,159.009,FIX,1.0009999999999764,34.0728222595165,False,1,0.9907646179199219,504,0.7741935483870968,v13,19843
4797,160.01,FIX,1.0010000000000048,36.07978817490825,False,2,0.9835250377655029,448,0.7392739273927392,v13,19813
4827,161.011,FIX,1.0010000000000048,25.144177028440144,False,3,0.9840165376663208,347,0.6286231884057971,v14,2009
4857,162.012,FIX,1.0010000000000048,34.073007260647714,False,1,0.9861733317375183,482,0.766295707472178,v13,19843
4887,163.012,FIX,1.0,38.15268959890477,False,3,0.9732123017311096,433,0.7718360071301248,v13,19903
4917,164.013,FIX,1.0010000000000048,58.27373748353911,False,4,0.9574865698814392,294,0.7277227722772277,v13,19993
4947,165.014,FIX,1.0010000000000048,127.01007796386101,False,1,0.9938304424285889,653,0.986404833836858,v13,1919
4977,166.015,FIX,1.0009999999999764,127.01007796386101,False,1,0.9361749887466431,512,0.9642184557438794,v13,1919
5007,167.016,FIX,1.0010000000000048,127.01007796386101,False,1,0.9961372017860413,677,0.9741007194244604,v13,1919
5036,167.984,FIX,0.9680000000000177,127.01007796386101,False,1,0.9896165728569031,661,0.9607558139534884,v13,1919
5066,168.985,FIX,1.0010000000000048,126.86809988639452,False,1,0.9961600303649902,675,0.9868421052631579,v13,1919
5096,169.985,FIX,1.0,126.87257715245592,False,1,0.9947163462638855,670,0.9654178674351584,v13,1979
5126,170.986,FIX,1.0009999999999764,127.01888484935044,False,1,0.9943293333053589,568,0.9161290322580645,v13,2039
5156,171.987,FIX,1.0010000000000048,127.01888484935044,False,1,0.9917885065078735,537,0.9853211009174312,v13,2039
5186,172.988,FIX,1.0010000000000048,127.02343439876226,False,1,0.9894275069236755,582,0.9603960396039604,v13,2099
5216,173.989,FIX,1.0010000000000048,126.87715193009726,False,1,0.987643301486969,650,0.9715994020926756,v13,2129
5246,174.99,FIX,1.0010000000000048,126.96679773833661,False,2,0.9923297762870789,699,0.9762569832402235,v13,2159
5276,175.991,FIX,1.0010000000000048,126.8725771524559,False,1,0.9937834739685059,706,0.9805555555555555,v13,2189
5306,176.992,FIX,1.0009999999999764,30.196341357686265,False,6,0.9598575830459595,177,0.6061643835616438,v13,1050
5336,177.993,FIX,1.0010000000000048,29.148976757291926,False,5,0.979738712310791,313,0.6986607142857143,v13,1080
5366,178.993,FIX,1.0,121.92743825885749,False,5,0.9929525852203369,656,0.9576642335766423,v13,1620
5396,179.994,FIX,1.0010000000000048,127.24142014591592,False,1,0.9826470613479614,480,0.96579476861167,v13,1709
5426,180.995,FIX,1.0010000000000048,127.06141660576127,False,2,0.9923076033592224,690,0.9732016925246827,v13,1769
5456,181.996,FIX,1.0010000000000048,127.15564382538126,False,1,0.9927893280982971,711,0.9673469387755103,v13,1829
5486,182.997,FIX,1.0010000000000048,127.2498711500093,False,2,0.9904683828353882,626,0.9705426356589147,v13,1859
5516,183.998,FIX,1.0009999999999764,127.10430594280062,False,1,0.9947224855422974,647,0.9788199697428139,v13,1919
5546,184.999,FIX,1.0010000000000048,127.10430594280062,False,1,0.9925342798233032,607,0.9837925445705025,v13,1949
5576,186.0,FIX,1.0010000000000048,127.01443270095997,False,1,0.9932403564453125,579,0.965,v13,2009
5606,187.001,FIX,1.0010000000000048,127.01443270095997,False,1,0.993402898311615,630,0.9722222222222222,v13,2039
5636,188.002,FIX,1.0010000000000048,127.01888484935044,False,1,0.9914916157722473,624,0.9526717557251908,v13,2069
5666,189.002,FIX,1.0,127.01888484935044,False,1,0.9918798208236694,641,0.9157142857142857,v13,2099
5696,190.003,FIX,1.0009999999999764,127.02808133870022,False,1,0.9952847361564636,764,0.9807445442875481,v13,2309
5726,191.004,FIX,1.0010000000000048,126.8725771524559,False,1,0.9946982860565186,738,0.9761904761904762,v13,2159
5756,192.005,FIX,1.0010000000000048,126.92466351333063,False,1,0.9922047853469849,655,0.9776119402985075,v13,2189
5786,193.006,FIX,1.0010000000000048,126.92921643990749,False,1,0.9845103621482849,495,0.9763313609467456,v13,2219
5816,194.007,FIX,1.0010000000000048,122.02170623666719,False,6,0.9871578812599182,574,0.9519071310116086,v13,1620
5846,195.008,FIX,1.0010000000000048,128.70847450602054,False,4,0.9878753423690796,631,0.9692780337941628,v13,1680
5876,196.009,FIX,1.0009999999999764,127.33565382959684,False,1,0.9861685633659363,511,0.9569288389513109,v13,1709
5906,197.01,FIX,1.0010000000000048,127.28348288255921,False,1,0.9902116060256958,594,0.9611650485436893,v13,1709
5936,198.011,FIX,1.0010000000000048,126.65780814800159,False,1,0.9882733821868896,552,0.9246231155778895,v13,1709
5966,199.011,FIX,1.0,124.82447861586262,False,2,0.9871619939804077,509,0.9204339963833634,v13,1739
5996,200.012,FIX,1.0010000000000048,123.25766804375095,False,1,0.9897899627685547,470,0.8453237410071942,v13,1709
6026,201.013,FIX,1.0010000000000048,121.75760982908074,False,1,0.986546516418457,424,0.7851851851851852,v13,1709
6056,202.014,FIX,1.0010000000000048,120.21066824165845,False,1,0.9874784350395203,364,0.7459016393442623,v13,1709
6086,203.015,FIX,1.0009999999999764,118.76290364735281,False,1,0.9852309823036194,324,0.6937901498929336,v13,1709
6116,204.016,FIX,1.0010000000000048,117.22634724189123,False,1,0.982001006603241,312,0.6753246753246753,v13,1709
6145,204.983,NO_FIX,,115.61081916214334,False,1,0.9796879887580872,256,0.5778781038374717,v13,1709
6175,205.984,NO_FIX,,108.36462912813926,False,5,0.9612919092178345,112,0.5894736842105263,v13,1620
6205,206.985,NO_FIX,,133.11503823134106,False,6,0.9385350942611694,97,0.28362573099415206,v13,12050
6235,207.986,NO_FIX,,96.04188457932383,False,1,0.9583519697189331,94,0.3042071197411003,v13,15107
6265,208.987,NO_FIX,,76.88767719794042,False,1,0.9836173057556152,262,0.5097276264591439,v14,2369
6295,209.988,NO_FIX,,75.63186167070734,False,1,0.9480593800544739,172,0.4942528735632184,v14,2369
6325,210.989,NO_FIX,,71.3225875938151,False,3,0.9368560910224915,73,0.6186440677966102,v14,2459
6355,211.99,NO_FIX,,69.22952446128586,False,4,0.9328986406326294,61,0.5865384615384616,v14,2489
6385,212.991,NO_FIX,,71.41190250581124,False,6,0.9249950647354126,65,0.7065217391304348,v11,1290
6415,213.992,NO_FIX,,69.80644698125067,False,5,0.9167047739028931,73,0.7373737373737373,v11,1290
6445,214.992,NO_FIX,,65.06469015123696,False,6,0.9176528453826904,81,0.6864406779661016,v11,1230
6475,215.993,NO_FIX,,66.74853873526827,False,5,0.9143235683441162,74,0.8131868131868132,v11,1290
6505,216.994,NO_FIX,,61.84259283274933,False,6,0.9085013270378113,83,0.7345132743362832,v11,1230
6535,217.995,NO_FIX,,58.592467688500626,False,3,0.9066278338432312,89,0.7606837606837606,v11,1200
6565,218.996,NO_FIX,,57.00962516017692,False,1,0.9172335267066956,95,0.7983193277310925,v11,1200
6595,219.997,NO_FIX,,28.363470726932494,False,4,0.8955042362213135,119,0.8040540540540541,v11,1170
6625,220.998,NO_FIX,,26.86562788794498,False,6,0.8978536128997803,143,0.807909604519774,v11,1140
6655,221.999,NO_FIX,,28.736694804041935,False,4,0.9055140614509583,85,0.7456140350877193,v11,1200
6685,223.0,NO_FIX,,28.24937008138153,False,6,0.911861777305603,74,0.7551020408163265,v11,1200
6715,224.001,NO_FIX,,28.575186116445405,False,6,0.9082838296890259,77,0.7129629629629629,v11,1200
6745,225.001,NO_FIX,,30.73929798081209,False,6,0.9053429365158081,69,0.6509433962264151,v11,1230
6775,226.002,FIX,21.98600000000002,15.774734606284666,True,4,0.9128718972206116,112,0.7724137931034483,v11,1170
6805,227.003,FIX,1.0009999999999764,15.250367664807012,True,5,0.9129781126976013,126,0.8344370860927153,v11,1170
6835,228.004,FIX,1.0010000000000048,14.424098517176951,True,6,0.9016472101211548,134,0.7657142857142857,v11,1140
6865,229.005,FIX,1.0010000000000048,14.747926608719563,True,5,0.9021733403205872,108,0.7659574468085106,v11,1170
6895,230.006,NO_FIX,,13.731434205095,False,4,0.8971909284591675,130,0.7975460122699386,v11,1140
6925,231.007,NO_FIX,,17.506770146158185,False,2,0.9054064154624939,42,0.5526315789473685,v11,1230
6955,232.008,NO_FIX,,13.658625993242431,False,6,0.8936434984207153,106,0.7910447761194029,v11,1140
6985,233.009,NO_FIX,,18.624776062592773,False,2,0.8841280937194824,25,0.2808988764044944,v11,1230
7015,234.01,NO_FIX,,8.801106978659073,False,6,0.8655429482460022,180,0.6976744186046512,v11,990
7045,235.01,NO_FIX,,8.588446951810592,False,5,0.8591629862785339,161,0.7666666666666667,v11,990
7075,236.011,NO_FIX,,6.7718040071788925,False,1,0.8573330640792847,138,0.6079295154185022,v11,900
7105,237.012,NO_FIX,,7.002185295830942,False,6,0.8197596073150635,122,0.7484662576687117,v11,930
7135,238.013,NO_FIX,,7.041535056298779,False,4,0.8216956853866577,101,0.6824324324324325,v11,930
7165,239.014,NO_FIX,,5.960840209135857,False,1,0.84848952293396,100,0.6211180124223602,v11,900
7195,240.015,NO_FIX,,17.10157351627046,False,5,0.8457637429237366,44,0.6111111111111112,v11,990
7225,241.016,NO_FIX,,13.19889026877267,False,1,0.8667064905166626,53,0.5638297872340425,v11,990
7254,241.983,NO_FIX,,12.817208856221347,False,3,0.8488484025001526,45,0.5056179775280899,v11,990
7284,242.984,NO_FIX,,7.830817144278353,False,1,0.8297626972198486,107,0.5944444444444444,v11,840
7314,243.985,NO_FIX,,7.033866486878307,False,1,0.8447948098182678,150,0.5725190839694656,v11,840
7344,244.986,FIX,15.980999999999995,7.044588364779715,True,4,0.9336280226707458,271,0.6273148148148148,v11,840
7374,245.987,FIX,1.0010000000000048,6.997911580423196,True,2,0.939741313457489,283,0.6738095238095239,v11,810
7404,246.988,NO_FIX,,7.264998924732949,False,3,0.8842211365699768,156,0.5165562913907285,v11,840
7434,247.989,NO_FIX,,7.264998924732949,False,4,0.8649004697799683,123,0.4823529411764706,v11,840
7464,248.99,NO_FIX,,6.545660198137774,False,3,0.8620601892471313,111,0.42857142857142855,v11,810
7494,249.991,NO_FIX,,5.807265549045355,False,3,0.8694961071014404,99,0.3574007220216607,v11,810
7524,250.991,NO_FIX,,5.97604054573661,False,2,0.8670853972434998,81,0.3,v11,810
7554,251.992,NO_FIX,,6.666421435592003,False,2,0.8770989775657654,100,0.36231884057971014,v11,810
7584,252.993,NO_FIX,,2.197198135977039,False,2,0.8590658903121948,81,0.3,v14,3148
7614,253.994,NO_FIX,,1.2632881914674754,False,5,0.8471181392669678,59,0.22692307692307692,v14,3148
7644,254.995,NO_FIX,,2.3838446048848523,False,2,0.8686522245407104,47,0.373015873015873,v14,3328
7674,255.996,NO_FIX,,1.7149974184853563,False,5,0.8411126732826233,33,0.33,v14,3298
7704,256.997,NO_FIX,,10.30740672588782,False,3,0.7792720198631287,18,0.1935483870967742,v13,121
7734,257.998,NO_FIX,,10.40054136211375,False,3,0.768933892250061,39,0.3170731707317073,v13,121
7764,258.999,NO_FIX,,10.460401571612062,False,3,0.6998056769371033,32,0.3764705882352941,v13,121
