frame_count,time_s,gt_lat,gt_lon,vpr_decision,vpr_lat,vpr_lon,vpr_error_m,sat_status,sat_lat,sat_lon,sat_error_m,sat_inliers,final_status,final_lat,final_lon,final_error_m
1,0.0,32.10455677694773,35.20442785378902,FIX,32.1044869,35.2044046,8.09,ok,32.104477,35.204582,17.03,70,VPR_FIX,32.1044869,35.2044046,8.09
31,1.0,32.104572768755574,35.204454347381414,FIX,32.104471,35.2044267,11.62,ok,32.10445,35.20459,18.72,81,VPR_FIX,32.104471,35.2044267,11.62
61,2.001,32.10455932596225,35.204504779459725,FIX,32.1044538,35.2044507,12.81,ok,32.104435,35.204666,20.56,72,VPR_FIX,32.1044538,35.2044507,12.81
91,3.002,32.104527948686,35.20458910770476,FIX,32.1044288,35.2044865,14.68,ok,32.104397,35.20476,21.73,81,VPR_FIX,32.1044288,35.2044865,14.68
121,4.003,32.10449042019838,35.204693879470966,FIX,32.1044021,35.204536,17.84,ok,32.104378,35.204857,19.83,75,VPR_FIX,32.1044021,35.204536,17.84
151,5.004,32.10444876391301,35.20479648235561,FIX,32.1043621,35.2045967,21.16,ok,32.10432,35.204967,21.54,80,VPR_FIX,32.1043621,35.2045967,21.16
181,6.005,32.10440897610566,35.20489992367119,NO_FIX,32.1043162,35.2046662,24.34,ok,32.104267,35.20506,21.85,88,SAT_FIX,32.104267,35.20506,21.85
211,7.006,32.104372420198374,35.20500587947097,NO_FIX,32.1042684,35.2047485,26.89,ok,32.104225,35.205196,24.3,84,SAT_FIX,32.104225,35.205196,24.3
241,8.007,32.104331407096986,35.20510882228229,NO_FIX,32.1042159,35.2048406,28.38,ok,32.104183,35.205296,24.18,76,SAT_FIX,32.104183,35.205296,24.18
271,9.008,32.10429408237294,35.20521170277337,NO_FIX,32.1041626,35.2049434,29.23,ok,32.104156,35.205402,23.63,65,SAT_FIX,32.104156,35.205402,23.63
301,10.008,32.10425440709698,35.20531382228229,NO_FIX,32.1041036,35.2050652,28.83,ok,32.104107,35.20551,24.73,73,SAT_FIX,32.104107,35.20551,24.73
331,11.009,32.10421173797127,35.20541540478371,NO_FIX,32.1040467,35.2051969,27.6,ok,32.10407,35.205612,24.34,68,SAT_FIX,32.10407,35.205612,24.34
361,12.01,32.10417641730536,35.20552035407427,NO_FIX,32.1039935,35.2053327,26.98,ok,32.104027,35.20571,24.42,62,SAT_FIX,32.104027,35.20571,24.42
391,13.011,32.10413842019841,35.20562487947099,NO_FIX,32.1039457,35.2054715,25.87,ok,32.104,35.205795,22.24,72,SAT_FIX,32.104,35.205795,22.24
421,14.012,32.10410009337327,35.2057292307157,NO_FIX,32.1039042,35.2056109,24.49,ok,32.103962,35.205887,21.39,79,SAT_FIX,32.103962,35.205887,21.39
451,15.013,32.1040600639128,35.205830168334856,NO_FIX,32.1038715,35.2057486,22.36,ok,32.10392,35.205994,21.95,82,SAT_FIX,32.10392,35.205994,21.95
481,16.014,32.104021063912825,35.20593216833486,NO_FIX,32.1038475,35.205881,19.91,ok,32.10388,35.20609,21.64,55,SAT_FIX,32.10388,35.20609,21.64
511,17.015,32.10398408237294,35.206034702773366,NO_FIX,32.103832,35.2060064,17.14,ok,32.103848,35.20619,21.07,62,SAT_FIX,32.103848,35.20619,21.07
541,18.016,32.10394406391283,35.20613716833487,NO_FIX,32.1038239,35.2061237,13.44,ok,32.103817,35.20626,18.28,60,SAT_FIX,32.103817,35.20626,18.28
570,18.983,32.103907761626324,35.206239057761266,NO_FIX,32.1038135,35.2062292,10.54,ok,32.103783,35.206352,17.5,77,SAT_FIX,32.103783,35.206352,17.5
600,19.984,32.103870780848794,35.20634158824796,NO_FIX,32.1038039,35.2063319,7.5,ok,32.103764,35.206425,14.25,71,SAT_FIX,32.103764,35.206425,14.25
630,20.985,32.1038327808488,35.206443588247964,NO_FIX,32.1037905,35.206432,4.83,ok,32.10372,35.20653,14.97,75,SAT_FIX,32.10372,35.20653,14.97
660,21.986,32.10379206391283,35.20654416833487,FIX,32.1037747,35.2065252,2.63,ok,32.103687,35.206627,14.06,67,VPR_FIX,32.1037747,35.2065252,2.63
690,22.987,32.103751389503906,35.20664528399616,FIX,32.10375,35.2066154,2.82,ok,32.103653,35.206715,12.77,82,VPR_FIX,32.10375,35.2066154,2.82
720,23.988,32.103716093373265,35.20675023071569,FIX,32.1037237,35.2067061,4.24,ok,32.103615,35.206818,12.94,79,VPR_FIX,32.1037237,35.2067061,4.24
750,24.989,32.103678093373276,35.206853230715694,FIX,32.1036883,35.2067989,5.24,ok,32.103584,35.20691,11.76,71,VPR_FIX,32.1036883,35.2067989,5.24
780,25.989,32.10363909337324,35.20695623071568,FIX,32.1036422,35.2068927,6.0,ok,32.103542,35.207024,12.56,83,VPR_FIX,32.1036422,35.2068927,6.0
810,26.99,32.103600082372935,35.20705870277337,NO_FIX,32.1035908,35.2069928,6.3,ok,32.10351,35.207096,10.63,71,SAT_FIX,32.10351,35.207096,10.63
840,27.991,32.10356108237294,35.20716070277337,NO_FIX,32.1035335,35.2070959,6.84,ok,32.103455,35.207245,14.24,60,SAT_FIX,32.103455,35.207245,14.24
870,28.992,32.1035230823729,35.20726370277335,NO_FIX,32.1034747,35.2072002,8.05,ok,32.103436,35.207302,10.34,57,SAT_FIX,32.103436,35.207302,10.34
900,29.993,32.10348408237294,35.207365702773366,NO_FIX,32.1034157,35.2073046,9.55,ok,32.103394,35.20742,11.26,58,SAT_FIX,32.103394,35.20742,11.26
930,30.994,32.10344608237295,35.20746870277338,NO_FIX,32.1033578,35.2074114,11.22,ok,32.10336,35.20752,10.73,45,SAT_FIX,32.10336,35.20752,10.73
960,31.995,32.10340708237295,35.20757070277337,NO_FIX,32.1033007,35.2075188,12.82,ok,32.10332,35.207626,11.01,46,SAT_FIX,32.10332,35.207626,11.01
990,32.996,32.103369082372936,35.20767370277337,NO_FIX,32.1032474,35.2076238,14.34,ok,32.10327,35.207726,12.08,42,SAT_FIX,32.10327,35.207726,12.08
1020,33.997,32.103330082372935,35.20777570277337,NO_FIX,32.1031973,35.2077305,15.38,ok,32.10322,35.207897,16.76,37,SAT_FIX,32.10322,35.207897,16.76
1050,34.998,32.1032947925362,35.20788011223788,NO_FIX,32.1031531,35.2078384,16.26,ok,32.103218,35.207905,8.86,49,SAT_FIX,32.103218,35.207905,8.86
1080,35.998,32.103253063912824,35.20798016833487,NO_FIX,32.1031127,35.2079444,15.98,ok,32.103176,35.207985,8.59,33,SAT_FIX,32.103176,35.207985,8.59
1110,36.999,32.10321508237291,35.20808270277335,NO_FIX,32.1030734,35.2080511,16.05,ok,32.10315,35.208073,7.3,25,SAT_FIX,32.10315,35.208073,7.3
1140,38.0,32.103179792536196,35.20818711223788,NO_FIX,32.1030459,35.208152,15.27,ok,32.10313,35.208138,7.22,30,SAT_FIX,32.10313,35.208138,7.22
1170,39.001,32.10313806391284,35.20828716833488,NO_FIX,32.1030156,35.2082515,14.04,ok,32.103107,35.208218,7.38,33,SAT_FIX,32.103107,35.208218,7.38
1200,40.002,32.10309906391282,35.20838916833486,NO_FIX,32.1029872,35.2083515,12.95,ok,32.10311,35.208267,11.58,47,SAT_FIX,32.10311,35.208267,11.58
1230,41.003,32.1030637808488,35.208492588247964,FIX,32.1029595,35.2084497,12.29,ok,32.103058,35.208363,12.24,40,VPR_FIX,32.1029595,35.2084497,12.29
1260,42.004,32.103023063912836,35.20859316833487,FIX,32.1029327,35.2085484,10.92,ok,32.102993,35.20853,6.83,62,VPR_FIX,32.1029327,35.2085484,10.92
1290,43.005,32.1029840639128,35.208695168334856,NO_FIX,32.1029072,35.2086461,9.73,ok,32.10298,35.20859,9.93,72,SAT_FIX,32.10298,35.20859,9.93
1320,44.006,32.10294878084879,35.20879858824796,FIX,32.1028828,35.208746,8.86,ok,32.10293,35.20871,8.61,63,VPR_FIX,32.1028828,35.208746,8.86
1350,45.007,32.10290806391283,35.20889916833487,FIX,32.1028594,35.2088478,7.27,ok,32.102882,35.208817,8.27,63,VPR_FIX,32.1028594,35.2088478,7.27
1380,46.007,32.10286906391283,35.20900116833487,FIX,32.1028373,35.2089485,6.1,ok,32.10284,35.208935,7.03,66,VPR_FIX,32.1028373,35.2089485,6.1
1410,47.008,32.1028337808488,35.20910458824796,FIX,32.1028164,35.2090504,5.47,ok,32.1028,35.20904,7.16,78,VPR_FIX,32.1028164,35.2090504,5.47
1440,48.009,32.1027957808488,35.209206588247966,FIX,32.1027969,35.2091505,5.29,ok,32.102737,35.209198,6.59,71,VPR_FIX,32.1027969,35.2091505,5.29
1470,49.01,32.102757780848826,35.20930858824797,FIX,32.1027792,35.2092499,6.02,ok,32.10272,35.20926,6.22,74,VPR_FIX,32.1027792,35.2092499,6.02
1500,50.011,32.1027197808488,35.20941058824797,FIX,32.1027637,35.2093466,7.77,ok,32.10268,35.20936,6.51,61,VPR_FIX,32.1027637,35.2093466,7.77
1530,51.012,32.10268178084879,35.20951258824796,FIX,32.1027465,35.2094379,10.08,ok,32.10263,35.209488,6.21,73,VPR_FIX,32.1027465,35.2094379,10.08
1560,52.013,32.102641063912806,35.209613168334855,FIX,32.1027272,35.2095273,12.55,ok,32.102604,35.209587,4.81,57,VPR_FIX,32.1027272,35.2095273,12.55
1590,53.014,32.102598331882554,35.2097131875364,FIX,32.1027059,35.2096085,15.52,ok,32.102562,35.209682,5.0,52,VPR_FIX,32.1027059,35.2096085,15.52
1620,54.015,32.10256406865984,35.209816695594746,FIX,32.1026813,35.2096833,18.13,ok,32.102528,35.20979,4.74,50,VPR_FIX,32.1026813,35.2096833,18.13
1650,55.016,32.10253149959249,35.209913960775125,FIX,32.1026562,35.2097531,20.56,ok,32.102505,35.20983,8.45,56,VPR_FIX,32.1026562,35.2097531,20.56
1680,56.016,32.102497124458544,35.20998107640782,NO_FIX,32.102632,35.2098163,21.6,ok,32.102493,35.20988,9.54,49,SAT_FIX,32.102493,35.20988,9.54
1709,56.984,32.10248534496606,35.21003036169797,FIX,32.1026067,35.2098744,19.97,ok,32.10248,35.209908,11.55,53,VPR_FIX,32.1026067,35.2098744,19.97
1739,57.985,32.102481647904774,35.210062591501085,FIX,32.102583,35.2099242,17.25,ok,32.102455,35.209953,10.75,49,VPR_FIX,32.102583,35.2099242,17.25
1769,58.986,32.10246708232203,35.210089776554724,NO_FIX,32.1025568,35.2099672,15.28,ok,32.102436,35.210052,4.97,48,SAT_FIX,32.102436,35.210052,4.97
1799,59.987,32.10245087029353,35.210113867648595,FIX,32.1025316,35.2100039,13.72,ok,32.102455,35.209984,12.25,44,VPR_FIX,32.1025316,35.2100039,13.72
1829,60.988,32.102440179055655,35.210122853669596,FIX,32.1025082,35.2100325,11.39,ok,32.102425,35.210056,6.53,49,VPR_FIX,32.1025082,35.2100325,11.39
1859,61.988,32.102463782476136,35.210144779891465,FIX,32.1024863,35.2100572,8.64,ok,32.102436,35.2101,5.23,46,VPR_FIX,32.1024863,35.2100572,8.64
1889,62.989,32.10244863159942,35.210149513101896,FIX,32.1024669,35.2100763,7.2,ok,32.10243,35.210033,11.18,44,VPR_FIX,32.1024669,35.2100763,7.2
1919,63.99,32.102425065522766,35.21015033619306,FIX,32.1024505,35.2100889,6.45,ok,32.102398,35.210094,6.11,44,VPR_FIX,32.1024505,35.2100889,6.45
1949,64.991,32.102428746571384,35.21016743950773,FIX,32.1024375,35.2100955,6.85,ok,32.102367,35.210133,7.6,40,VPR_FIX,32.1024375,35.2100955,6.85
1979,65.992,32.1024420602966,35.210190120321386,FIX,32.1024279,35.2100959,9.02,ok,32.102386,35.21011,9.8,30,VPR_FIX,32.1024279,35.2100959,9.02
2009,66.993,32.102438675582896,35.21020544081003,FIX,32.1024248,35.2100954,10.49,ok,32.102394,35.21016,6.56,34,VPR_FIX,32.1024248,35.2100954,10.49
2039,67.994,32.10243978560367,35.210191755418506,FIX,32.1024264,35.210088,9.9,ok,32.102425,35.210094,9.36,39,VPR_FIX,32.1024264,35.210088,9.9
2069,68.995,32.10244652920552,35.21017334512748,NO_FIX,32.1024329,35.2100727,9.61,ok,32.102383,35.210114,9.02,36,SAT_FIX,32.102383,35.210114,9.02
2099,69.996,32.102452470862616,35.21015736896435,FIX,32.102452,35.2100516,9.97,ok,32.102455,35.209984,16.35,12,VPR_FIX,32.102452,35.2100516,9.97
2129,70.997,32.10245741251971,35.21014139280122,NO_FIX,32.1024741,35.2100246,11.17,ok,32.102383,35.210106,8.93,19,SAT_FIX,32.102383,35.210106,8.93
2159,71.997,32.1024633541768,35.210124416638095,NO_FIX,32.1025003,35.2099932,13.04,ok,32.102463,35.210026,9.28,20,SAT_FIX,32.102463,35.210026,9.28
2189,72.998,32.10246949388913,35.21010787460286,NO_FIX,32.1025302,35.2099579,15.67,ok,32.102444,35.21007,4.56,26,SAT_FIX,32.102444,35.21007,4.56
2219,73.999,32.10247443554621,35.210090898439724,NO_FIX,32.1025631,35.2099197,18.92,ok,32.102467,35.210052,3.76,27,SAT_FIX,32.102467,35.210052,3.76
2249,75.0,32.10248117914807,35.21007348814871,NO_FIX,32.1025987,35.209878,22.61,ok,32.102493,35.209934,13.22,19,SAT_FIX,32.102493,35.209934,13.22
2279,76.001,32.102487120805165,35.21005651198558,NO_FIX,32.1026349,35.209836,26.51,ok,32.102436,35.20996,10.73,24,SAT_FIX,32.102436,35.20996,10.73
2309,77.002,32.10297634304494,35.20987132115185,NO_FIX,32.1026706,35.2097949,34.79,ransac_fail,,,,0,VPR_FALLBACK,32.1026706,35.2097949,34.79
2339,78.003,32.102982586813916,35.20984946593463,NO_FIX,32.1027046,35.2097557,32.19,ransac_fail,,,,0,VPR_FALLBACK,32.1027046,35.2097557,32.19
2369,79.004,32.10296714137843,35.209839222197736,NO_FIX,32.1027351,35.209721,28.13,ok,32.102962,35.20982,1.9,23,SAT_FIX,32.102962,35.20982,1.9
2399,80.005,32.10295369594295,35.20983097846084,NO_FIX,32.1027614,35.2096899,25.21,ransac_fail,,,,0,VPR_FALLBACK,32.1027614,35.2096899,25.21
2429,81.006,32.10293925050747,35.20982273472395,NO_FIX,32.1027828,35.2096629,23.03,ransac_fail,,,,0,VPR_FALLBACK,32.1027828,35.2096629,23.03
2459,82.006,32.102926356890805,35.20981318286249,NO_FIX,32.1027988,35.2096404,21.61,ransac_fail,,,,0,VPR_FALLBACK,32.1027988,35.2096404,21.61
2489,83.007,32.1029133596365,35.20980324725015,NO_FIX,32.1028097,35.2096225,20.58,ransac_fail,,,,0,VPR_FALLBACK,32.1028097,35.2096225,20.58
2519,84.008,32.102899914201025,35.20979400351326,NO_FIX,32.1028149,35.2096104,19.73,ransac_fail,,,,0,VPR_FALLBACK,32.1028149,35.2096104,19.73
2549,85.009,32.10288646876554,35.20978475977636,NO_FIX,32.1028151,35.2096032,18.87,ransac_fail,,,,0,VPR_FALLBACK,32.1028151,35.2096032,18.87
2579,86.01,32.10287402333006,35.20977451603947,NO_FIX,32.1028088,35.2095981,18.15,ransac_fail,,,,0,VPR_FALLBACK,32.1028088,35.2095981,18.15
2609,87.011,32.102860577894575,35.20976527230257,NO_FIX,32.1027996,35.2095969,17.26,ransac_fail,,,,0,VPR_FALLBACK,32.1027996,35.2095969,17.26
2639,88.012,32.102482309465664,35.20978924449873,NO_FIX,32.1027882,35.2096002,38.44,few_matches,,,,0,VPR_FALLBACK,32.1027882,35.2096002,38.44
2669,89.013,32.10248058453807,35.20978436929948,NO_FIX,32.1027724,35.2096047,36.64,ransac_fail,,,,0,VPR_FALLBACK,32.1027724,35.2096047,36.64
2699,90.014,32.10248014756002,35.20976968195198,NO_FIX,32.1027591,35.2096081,34.59,ransac_fail,,,,0,VPR_FALLBACK,32.1027591,35.2096081,34.59
2729,91.015,32.10248902792697,35.20976237765843,NO_FIX,32.1027457,35.2096115,31.92,ransac_fail,,,,0,VPR_FALLBACK,32.1027457,35.2096115,31.92
2759,92.015,32.10250190829391,35.20975007336487,NO_FIX,32.1027327,35.2096147,28.69,few_matches,,,,0,VPR_FALLBACK,32.1027327,35.2096147,28.69
2789,93.016,32.102509788660846,35.20972876907132,NO_FIX,32.1027203,35.2096178,25.67,few_matches,,,,0,VPR_FALLBACK,32.1027203,35.2096178,25.67
2818,93.984,32.102705333132896,35.20975927746043,NO_FIX,32.1027086,35.2096207,13.07,ransac_fail,,,,0,VPR_FALLBACK,32.1027086,35.2096207,13.07
2848,94.985,32.10270732134793,35.20975648202187,NO_FIX,32.1026978,35.2096234,12.59,few_matches,,,,0,VPR_FALLBACK,32.1026978,35.2096234,12.59
2878,95.986,32.10269961438102,35.209747040407045,NO_FIX,32.1026874,35.2096261,11.49,low_alt,,,,0,VPR_FALLBACK,32.1026874,35.2096261,11.49
2908,96.987,32.1025742565981,35.20973330884409,NO_FIX,32.1026776,35.2096287,15.16,low_alt,,,,0,VPR_FALLBACK,32.1026776,35.2096287,15.16
2938,97.987,32.10254743518062,35.20973845185549,NO_FIX,32.1026684,35.2096311,16.84,low_alt,,,,0,VPR_FALLBACK,32.1026684,35.2096311,16.84
2968,98.988,32.10252865588639,35.20974530172725,NO_FIX,32.1026599,35.2096336,18.01,low_alt,,,,0,VPR_FALLBACK,32.1026599,35.2096336,18.01
2998,99.989,32.10253566835256,35.20973964586879,NO_FIX,32.1026517,35.2096375,16.12,low_alt,,,,0,VPR_FALLBACK,32.1026517,35.2096375,16.12
3028,100.99,32.10254946759984,35.209727905223644,NO_FIX,32.1026441,35.2096404,13.38,low_alt,,,,0,VPR_FALLBACK,32.1026441,35.2096404,13.38
3058,101.991,32.102562486299085,35.209719421435935,NO_FIX,32.102636,35.2096444,10.81,low_alt,,,,0,VPR_FALLBACK,32.102636,35.2096444,10.81
3088,102.992,32.102559821710116,35.20971547879286,NO_FIX,32.1026283,35.2096489,9.88,low_alt,,,,0,VPR_FALLBACK,32.1026283,35.2096489,9.88
3118,103.993,32.10255860225815,35.209710221935424,NO_FIX,32.102621,35.2096536,8.76,low_alt,,,,0,VPR_FALLBACK,32.102621,35.2096536,8.76
3148,104.994,32.102571066094406,35.20970142393337,NO_FIX,32.1026139,35.2096586,6.25,low_alt,,,,0,VPR_FALLBACK,32.1026139,35.2096586,6.25
3178,105.995,32.10257707856057,35.20969776807489,NO_FIX,32.1026083,35.2096628,4.8,low_alt,,,,0,VPR_FALLBACK,32.1026083,35.2096628,4.8
3208,106.996,32.10257107856057,35.20970176807489,NO_FIX,32.1026031,35.209667,4.84,low_alt,,,,0,VPR_FALLBACK,32.1026031,35.209667,4.84
3238,107.996,32.10256607856057,35.20970576807489,NO_FIX,32.102598,35.2096713,4.82,low_alt,,,,0,VPR_FALLBACK,32.102598,35.2096713,4.82
3268,108.997,32.102560523697576,35.20970045386053,NO_FIX,32.1025933,35.2096755,4.34,low_alt,,,,0,VPR_FALLBACK,32.1025933,35.2096755,4.34
3298,109.998,32.102568871574775,35.20969285535898,NO_FIX,32.1025895,35.2096795,2.62,low_alt,,,,0,VPR_FALLBACK,32.1025895,35.2096795,2.62
3328,110.999,32.102575658355896,35.20968877057231,NO_FIX,32.1025862,35.2096832,1.28,low_alt,,,,0,VPR_FALLBACK,32.1025862,35.2096832,1.28
3358,112.0,32.10257743890393,35.209687513714876,NO_FIX,32.1025834,35.2096866,0.66,low_alt,,,,0,VPR_FALLBACK,32.1025834,35.2096866,0.66
3388,113.001,32.10257966458897,35.20968494264308,NO_FIX,32.1025806,35.20969,0.49,low_alt,,,,0,VPR_FALLBACK,32.1025806,35.20969,0.49
3418,114.002,32.102581,35.209684,NO_FIX,32.1025783,35.2096931,0.91,low_alt,,,,0,VPR_FALLBACK,32.1025783,35.2096931,0.91
